CID,CID number,Coding Scheme Designator,Code Value,Code Meaning,SNOMED-RT ID,SNOMED URL
CID 6113 Mediastinum Anatomy Finding or Feature,6113,Include CID 6149 “Mediastinum Anatomy”,,,,
CID 6114 Osseous Anatomy Finding or Feature,6114,SCT,51299004,Clavicle,T-12310,http://snomed.info/id/51299004
CID 6114 Osseous Anatomy Finding or Feature,6114,SCT,85050009,Humerus,T-12410,http://snomed.info/id/85050009
CID 6114 Osseous Anatomy Finding or Feature,6114,SCT,113197003,Rib,T-11300,http://snomed.info/id/113197003
CID 6114 Osseous Anatomy Finding or Feature,6114,SCT,79601000,Scapula,T-12280,http://snomed.info/id/79601000
CID 6114 Osseous Anatomy Finding or Feature,6114,SCT,421060004,Spine,T-D04FF,http://snomed.info/id/421060004
CID 6114 Osseous Anatomy Finding or Feature,6114,SCT,56873002,Sternum,T-11210,http://snomed.info/id/56873002
CID 6114 Osseous Anatomy Finding or Feature,6114,SCT,51282000,Vertebra,T-11510,http://snomed.info/id/51282000
CID 6111 Bronchovascular Anatomy Finding or Feature,6111,SCT,89187006,Airway structure,T-20001,http://snomed.info/id/89187006
CID 6111 Bronchovascular Anatomy Finding or Feature,6111,SCT,955009,Bronchus,T-26000,http://snomed.info/id/955009
CID 6111 Bronchovascular Anatomy Finding or Feature,6111,SCT,28700002,Carina,T-25201,http://snomed.info/id/28700002
CID 6111 Bronchovascular Anatomy Finding or Feature,6111,DCM,112086,Carina angle,,
CID 6111 Bronchovascular Anatomy Finding or Feature,6111,DCM,112087,Centrilobular structures,,
CID 6111 Bronchovascular Anatomy Finding or Feature,6111,SCT,46750007,Hilum of lung,T-28080,http://snomed.info/id/46750007
CID 6107 Width Descriptor,6107,SCT,260376009,Enlarged,R-40750,http://snomed.info/id/260376009
CID 6107 Width Descriptor,6107,SCT,134223000,Narrow,R-41727,http://snomed.info/id/134223000
CID 6107 Width Descriptor,6107,DCM,112077,Vasoconstriction,,
CID 6107 Width Descriptor,6107,DCM,112078,Vasodilation,,
CID 6117 Vascular Anatomy,6117,Include CID 3015 “Coronary Arteries”,,,,
CID 6117 Vascular Anatomy,6117,SCT,57034009,Aortic arch,T-42300,http://snomed.info/id/57034009
CID 6117 Vascular Anatomy,6117,SCT,88593004,Aortic isthmus,T-42310,http://snomed.info/id/88593004
CID 6117 Vascular Anatomy,6117,DCM,112102,Aortic knob,,
CID 6117 Vascular Anatomy,6117,DCM,112103,Arch of the Azygos vein,,
CID 6117 Vascular Anatomy,6117,SCT,54247002,Ascending aorta,T-42100,http://snomed.info/id/54247002
CID 6117 Vascular Anatomy,6117,SCT,67937003,Axillary Artery,T-47100,http://snomed.info/id/67937003
CID 6117 Vascular Anatomy,6117,SCT,68705008,Axillary vein,T-49110,http://snomed.info/id/68705008
CID 6117 Vascular Anatomy,6117,SCT,72107004,Azygos vein,T-48340,http://snomed.info/id/72107004
CID 6117 Vascular Anatomy,6117,SCT,17137000,Brachial artery,T-47160,http://snomed.info/id/17137000
CID 6117 Vascular Anatomy,6117,SCT,12691009,Brachiocephalic trunk,T-46010,http://snomed.info/id/12691009
CID 6117 Vascular Anatomy,6117,SCT,8887007,Brachiocephalic vein,T-48620,http://snomed.info/id/8887007
CID 6117 Vascular Anatomy,6117,SCT,64468002,Bronchial artery,T-46310,http://snomed.info/id/64468002
CID 6117 Vascular Anatomy,6117,SCT,32062004,Common carotid artery,T-45100,http://snomed.info/id/32062004
CID 6117 Vascular Anatomy,6117,SCT,3159004,Costocervical trunk,T-46180,http://snomed.info/id/3159004
CID 6117 Vascular Anatomy,6117,SCT,281130003,Descending aorta,T-D0765,http://snomed.info/id/281130003
CID 6117 Vascular Anatomy,6117,SCT,91732003,Dorsal scapular artery,T-461A0,http://snomed.info/id/91732003
CID 6117 Vascular Anatomy,6117,SCT,206034008,Esophageal artery,T-4630D,http://snomed.info/id/206034008
CID 6117 Vascular Anatomy,6117,SCT,71585003,External jugular vein,T-48160,http://browser.ihtsdotools.org/?perspective=full&conceptId1=71585003
CID 6117 Vascular Anatomy,6117,SCT,29660000,Inferior phrenic artery,T-46940,http://snomed.info/id/29660000
CID 6117 Vascular Anatomy,6117,SCT,64131007,Inferior vena cava,T-48710,http://snomed.info/id/64131007
CID 6117 Vascular Anatomy,6117,SCT,281134007,Intercostal artery,T-D305A,http://snomed.info/id/281134007
CID 6117 Vascular Anatomy,6117,SCT,12123001,Internal jugular vein,T-48170,http://snomed.info/id/12123001
CID 6117 Vascular Anatomy,6117,SCT,69327007,Internal thoracic artery,T-46200,http://snomed.info/id/69327007
CID 6117 Vascular Anatomy,6117,SCT,3924000,Pericardiophrenic Artery,T-46210,http://snomed.info/id/3924000
CID 6117 Vascular Anatomy,6117,SCT,81040000,Pulmonary artery,T-44000,http://snomed.info/id/81040000
CID 6117 Vascular Anatomy,6117,SCT,45341000,Pulmonary trunk,T-44100,http://snomed.info/id/45341000
CID 6117 Vascular Anatomy,6117,SCT,122972007,Pulmonary vein,T-48581,http://snomed.info/id/122972007
CID 6117 Vascular Anatomy,6117,SCT,36765005,Subclavian artery,T-46100,http://snomed.info/id/36765005
CID 6117 Vascular Anatomy,6117,SCT,9454009,Subclavian vein,T-48330,http://snomed.info/id/9454009
CID 6117 Vascular Anatomy,6117,SCT,38991005,Superior phrenic artery,T-46350,http://snomed.info/id/38991005
CID 6117 Vascular Anatomy,6117,SCT,48345005,Superior vena cava,T-48610,http://snomed.info/id/48345005
CID 6117 Vascular Anatomy,6117,SCT,6538005,Thyrocervical trunk,T-46130,http://snomed.info/id/6538005
CID 6117 Vascular Anatomy,6117,SCT,85234005,Vertebral artery,T-45700,http://snomed.info/id/85234005
CID 6108 Chest Anatomic Structure Abnormal Distribution,6108,SCT,76171001,Air-trapping,F-20240,http://snomed.info/id/76171001
CID 6108 Chest Anatomic Structure Abnormal Distribution,6108,DCM,112079,Architectural distortion,,
CID 6108 Chest Anatomic Structure Abnormal Distribution,6108,DCM,112080,Mosaic perfusion,,
CID 6108 Chest Anatomic Structure Abnormal Distribution,6108,DCM,112060,Oligemia,,
CID 6108 Chest Anatomic Structure Abnormal Distribution,6108,DCM,112081,Pleonemia,,
CID 6110 Lung Anatomy Finding or Feature,6110,SCT,31094006,Lobe of lung,T-28770,http://snomed.info/id/31094006
CID 6110 Lung Anatomy Finding or Feature,6110,DCM,112085,Midlung window,,
CID 6110 Lung Anatomy Finding or Feature,6110,DCM,112054,Secondary pulmonary lobule,,
CID 6110 Lung Anatomy Finding or Feature,6110,SCT,72674008,Segment of lung,T-280D0,http://snomed.info/id/72674008
CID 6115 Osseous Anatomy Modifiers,6115,SCT,31934006,Acromion process of scapula,T-12281,http://snomed.info/id/31934006
CID 6115 Osseous Anatomy Modifiers,6115,SCT,14510004,Angle of rib,T-11307,http://snomed.info/id/14510004
CID 6115 Osseous Anatomy Modifiers,6115,SCT,40265002,Arch of vertebra,T-11511,http://snomed.info/id/40265002
CID 6115 Osseous Anatomy Modifiers,6115,SCT,52509009,Body of sternum,T-11220,http://snomed.info/id/52509009
CID 6115 Osseous Anatomy Modifiers,6115,SCT,75319007,Clavicular notch of sternum,T-11219,http://snomed.info/id/75319007
CID 6115 Osseous Anatomy Modifiers,6115,SCT,8931003,Coracoid process of scapula,T-12282,http://snomed.info/id/8931003
CID 6115 Osseous Anatomy Modifiers,6115,SCT,17399006,Costal groove,T-11308,http://snomed.info/id/17399006
CID 6115 Osseous Anatomy Modifiers,6115,SCT,51698000,Dorsal aspect of scapula,T-12287,http://snomed.info/id/51698000
CID 6115 Osseous Anatomy Modifiers,6115,SCT,46385009,Glenoid cavity of scapula,T-1228A,http://snomed.info/id/46385009
CID 6115 Osseous Anatomy Modifiers,6115,SCT,12872006,Head of rib,T-11301,http://snomed.info/id/12872006
CID 6115 Osseous Anatomy Modifiers,6115,SCT,181901007,Inferior articular facet of axis,T-116EF,http://snomed.info/id/181901007
CID 6115 Osseous Anatomy Modifiers,6115,SCT,317766009,Inferior articular process of vertebra,T-1153F,http://snomed.info/id/317766009
CID 6115 Osseous Anatomy Modifiers,6115,SCT,89340005,Lamina of vertebra,T-11514,http://snomed.info/id/89340005
CID 6109 Radiographic Anatomy Finding or Feature,6109,Include CID 6110 “Lung Anatomy Finding or Feature”,,,,
CID 6109 Radiographic Anatomy Finding or Feature,6109,Include CID 6111 “Bronchovascular Anatomy Finding or Feature”,,,,
CID 6109 Radiographic Anatomy Finding or Feature,6109,Include CID 6112 “Pleura Anatomy Finding or Feature”,,,,
CID 6109 Radiographic Anatomy Finding or Feature,6109,Include CID 6113 “Mediastinum Anatomy Finding or Feature”,,,,
CID 6109 Radiographic Anatomy Finding or Feature,6109,Include CID 6114 “Osseous Anatomy Finding or Feature”,,,,
CID 6109 Radiographic Anatomy Finding or Feature,6109,Include CID 6116 “Muscular Anatomy”,,,,
CID 6109 Radiographic Anatomy Finding or Feature,6109,Include CID 6117 “Vascular Anatomy”,,,,
CID 6109 Radiographic Anatomy Finding or Feature,6109,DCM,112082,Interface,,
CID 6109 Radiographic Anatomy Finding or Feature,6109,DCM,112083,Line,,
CID 6109 Radiographic Anatomy Finding or Feature,6109,DCM,112084,Lucency,,
CID 6115 Osseous Anatomy Modifiers,6115,SCT,37285002,Manubrium of sternum,T-11211,http://snomed.info/id/37285002
CID 6115 Osseous Anatomy Modifiers,6115,SCT,72184008,Neck of rib,T-11303,http://snomed.info/id/72184008
CID 6115 Osseous Anatomy Modifiers,6115,SCT,26444007,Pectoral girdle,T-12200,http://snomed.info/id/26444007
CID 6115 Osseous Anatomy Modifiers,6115,SCT,78972004,Pedicle of vertebra,T-11515,http://snomed.info/id/78972004
CID 6115 Osseous Anatomy Modifiers,6115,DCM,112096,Rib Scalene Tubercle,,
CID 6115 Osseous Anatomy Modifiers,6115,DCM,112101,Scapular Infraspinatus Fossa,,
CID 6115 Osseous Anatomy Modifiers,6115,DCM,112099,Scapular Spine,,
CID 6115 Osseous Anatomy Modifiers,6115,DCM,112100,Scapular Supraspinatus Fossa,,
CID 6115 Osseous Anatomy Modifiers,6115,SCT,41601005,Shaft of rib,T-11309,http://snomed.info/id/41601005
CID 6115 Osseous Anatomy Modifiers,6115,SCT,55678000,Spinous process of vertebra,T-11512,http://snomed.info/id/55678000
CID 6115 Osseous Anatomy Modifiers,6115,SCT,44612009,Sternal angle,T-11221,http://snomed.info/id/44612009
CID 6115 Osseous Anatomy Modifiers,6115,DCM,112098,Subscapular Fossa,,
CID 6115 Osseous Anatomy Modifiers,6115,SCT,181900008,Superior articular facet of axis,T-116EE,http://snomed.info/id/181900008
CID 6115 Osseous Anatomy Modifiers,6115,SCT,317665004,Superior articular process of vertebra,T-1153E,http://snomed.info/id/317665004
CID 6115 Osseous Anatomy Modifiers,6115,SCT,26493002,Suprasternal notch,T-11218,http://snomed.info/id/26493002
CID 6115 Osseous Anatomy Modifiers,6115,SCT,73400003,Transverse process or vertebra,T-11513,http://snomed.info/id/73400003
CID 6115 Osseous Anatomy Modifiers,6115,SCT,113198008,Tubercle of rib,T-11304,http://snomed.info/id/113198008
CID 6115 Osseous Anatomy Modifiers,6115,SCT,61853006,Vertebral canal,T-1151F,http://snomed.info/id/61853006
CID 6115 Osseous Anatomy Modifiers,6115,SCT,280734009,Vertebral foramen,T-11531,http://snomed.info/id/280734009
CID 6115 Osseous Anatomy Modifiers,6115,DCM,112097,Vertebral Intervertebral Notch,,
CID 6115 Osseous Anatomy Modifiers,6115,SCT,20298003,Xiphoid process of sternum,T-11227,http://snomed.info/id/20298003
CID 6105 Abnormal Lucency Finding or Feature,6105,DCM,112070,Air bronchiologram,,
CID 6105 Abnormal Lucency Finding or Feature,6105,DCM,112071,Air bronchogram,,
CID 6105 Abnormal Lucency Finding or Feature,6105,DCM,112072,Air crescent,,
CID 6105 Abnormal Lucency Finding or Feature,6105,SCT,76171001,Air-trapping,F-20240,http://snomed.info/id/76171001
CID 6105 Abnormal Lucency Finding or Feature,6105,DCM,112073,Halo sign,,
CID 6105 Abnormal Lucency Finding or Feature,6105,SCT,16838000,Pneumomediastinum,D2-81180,http://snomed.info/id/16838000
CID 6105 Abnormal Lucency Finding or Feature,6105,SCT,36118008,Pneumothorax,D2-80300,http://snomed.info/id/36118008
CID 6116 Muscular Anatomy,6116,SCT,102298001,Chordae tendineae cordis,T-35020,http://snomed.info/id/102298001
CID 6116 Muscular Anatomy,6116,SCT,35259002,Deltoid muscle,T-13660,http://snomed.info/id/35259002
CID 6116 Muscular Anatomy,6116,SCT,5798000,Diaphragm,T-D3400,http://snomed.info/id/5798000
CID 6116 Muscular Anatomy,6116,SCT,44947003,Erector spinae muscle,T-14020,http://snomed.info/id/44947003
CID 6116 Muscular Anatomy,6116,SCT,53967007,External intercostal muscle,T-14161,http://snomed.info/id/53967007
CID 6116 Muscular Anatomy,6116,SCT,57651003,Iliocostalis muscle,T-14030,http://snomed.info/id/57651003
CID 6116 Muscular Anatomy,6116,SCT,72573008,Infraspinatus muscle,T-13620,http://snomed.info/id/72573008
CID 6116 Muscular Anatomy,6116,SCT,24062007,Innermost intercostal muscles,T-14165,http://snomed.info/id/24062007
CID 6106 Abnormal Texture Finding or Feature,6106,DCM,112067,Nodular pattern,,
CID 6106 Abnormal Texture Finding or Feature,6106,DCM,112065,Reticulonodular pattern,,
CID 6106 Abnormal Texture Finding or Feature,6106,DCM,112004,Abnormal interstitial pattern,,
CID 6106 Abnormal Texture Finding or Feature,6106,DCM,112128,Granular pattern,,
CID 6106 Abnormal Texture Finding or Feature,6106,DCM,112106,Honeycomb pattern,,
CID 6106 Abnormal Texture Finding or Feature,6106,DCM,112129,Miliary pattern,,
CID 6106 Abnormal Texture Finding or Feature,6106,DCM,112130,Mosaic pattern,,
CID 6106 Abnormal Texture Finding or Feature,6106,DCM,112113,Reticular pattern,,
CID 6106 Abnormal Texture Finding or Feature,6106,DCM,112125,Small irregular opacities,,
CID 6116 Muscular Anatomy,6116,SCT,58095006,Interatrial septum,T-32150,http://snomed.info/id/58095006
CID 6116 Muscular Anatomy,6116,SCT,41313007,Internal intercostal muscle,T-14163,http://snomed.info/id/41313007
CID 6116 Muscular Anatomy,6116,SCT,589001,Interventricular septum,T-32410,http://snomed.info/id/589001
CID 6116 Muscular Anatomy,6116,SCT,15665001,Latissimus dorsi muscle,T-14172,http://snomed.info/id/15665001
CID 6116 Muscular Anatomy,6116,SCT,73930003,Levatores costarum muscles,T-14150,http://snomed.info/id/73930003
CID 6116 Muscular Anatomy,6116,SCT,88340001,Longissimus muscle,T-14040,http://snomed.info/id/88340001
CID 6116 Muscular Anatomy,6116,SCT,60005003,Pectoralis major muscle,T-14110,http://snomed.info/id/60005003
CID 6116 Muscular Anatomy,6116,SCT,18686000,Pectoralis minor muscle,T-14120,http://snomed.info/id/18686000
CID 6116 Muscular Anatomy,6116,SCT,50755001,Scalenous anterior muscle,T-13450,http://snomed.info/id/50755001
CID 6116 Muscular Anatomy,6116,SCT,18346003,Serratus anterior muscle,T-14140,http://snomed.info/id/18346003
CID 6116 Muscular Anatomy,6116,SCT,4317002,Spinalis muscle,T-14050,http://snomed.info/id/4317002
CID 6116 Muscular Anatomy,6116,SCT,22823000,Sternocleidomastoid muscle,T-13310,http://snomed.info/id/22823000
CID 6116 Muscular Anatomy,6116,SCT,64658001,Subcostal muscle,T-14166,http://snomed.info/id/64658001
CID 6116 Muscular Anatomy,6116,SCT,90588001,Subscapularis muscle,T-13650,http://snomed.info/id/90588001
CID 6116 Muscular Anatomy,6116,SCT,6423006,Supraspinatus muscle,T-13610,http://snomed.info/id/6423006
CID 6116 Muscular Anatomy,6116,SCT,1193009,Teres major muscle,T-13640,http://snomed.info/id/1193009
CID 6116 Muscular Anatomy,6116,SCT,51159009,Teres minor muscle,T-13630,http://snomed.info/id/51159009
CID 6116 Muscular Anatomy,6116,SCT,118755002,Trabeculae carnae,T-32423,http://snomed.info/id/118755002
CID 6116 Muscular Anatomy,6116,SCT,88454005,Transversus thoracis,T-14167,http://snomed.info/id/88454005
CID 6116 Muscular Anatomy,6116,SCT,31764008,Trapezius muscle,T-14171,http://snomed.info/id/31764008
CID 6102 Chest Finding or Feature Modifier,6102,Include CID 6103 “Abnormal Lines Finding or Feature”,,,,
CID 6102 Chest Finding or Feature Modifier,6102,Include CID 6104 “Abnormal Opacity Finding or Feature”,,,,
CID 6102 Chest Finding or Feature Modifier,6102,Include CID 6105 “Abnormal Lucency Finding or Feature”,,,,
CID 6102 Chest Finding or Feature Modifier,6102,Include CID 6106 “Abnormal Texture Finding or Feature”,,,,
CID 6102 Chest Finding or Feature Modifier,6102,Include CID 6109 “Radiographic Anatomy Finding or Feature”,,,,
CID 6102 Chest Finding or Feature Modifier,6102,Include CID 6138 “Chest Non-lesion Object Type”,,,,
CID 6100 Chest Component Categories,6100,SCT,39607008,Lung,T-28000,http://snomed.info/id/39607008
CID 6100 Chest Component Categories,6100,DCM,112052,Bronchovascular,,
CID 6100 Chest Component Categories,6100,SCT,3120008,Pleural structure,T-29000,http://snomed.info/id/3120008
CID 6100 Chest Component Categories,6100,SCT,72410000,Mediastinum,T-D3300,http://snomed.info/id/72410000
CID 6100 Chest Component Categories,6100,SCT,80891009,Heart,T-32000,http://snomed.info/id/80891009
CID 6100 Chest Component Categories,6100,DCM,112053,Osseous,,
CID 6100 Chest Component Categories,6100,SCT,281157001,Systemic vascular structure,T-4000E,http://snomed.info/id/281157001
CID 6100 Chest Component Categories,6100,SCT,263816006,Muscular,R-420AE,http://snomed.info/id/263816006
CID 6097 Side of Family,6097,DCM,111541,Maternal,,
CID 6097 Side of Family,6097,SCT,224944003,Paternal,R-40333,http://snomed.info/id/224944003
CID 6096 Pregnancy Status,6096,SCT,60001007,not pregnant,F-81890,http://snomed.info/id/60001007
CID 6096 Pregnancy Status,6096,SCT,102874004,possible pregnancy,F-84094,http://snomed.info/id/102874004
CID 6096 Pregnancy Status,6096,SCT,77386006,patient currently pregnant,F-84000,http://snomed.info/id/77386006
CID 6096 Pregnancy Status,6096,SCT,261665006,Unknown,R-41198,http://snomed.info/id/261665006
CID 6098 Clinical Course of Disease,6098,NCIt,C40413,No Evidence of Disease,,
CID 6098 Clinical Course of Disease,6098,NCIt,C38155,Recurrent Disease,,
CID 6099 Racial Group,6099,SCT,413464008,African race,S-0004E,http://snomed.info/id/413464008
CID 6099 Racial Group,6099,SCT,413582008,Asian race,S-00051,http://snomed.info/id/413582008
CID 6095 Numeric Properties of Procedures,6095,DCM,111465,Needle Gauge,,
CID 6095 Numeric Properties of Procedures,6095,DCM,111467,Needle Length,,
CID 6099 Racial Group,6099,SCT,413773004,Caucasian race,S-0003D,http://snomed.info/id/413773004
CID 6099 Racial Group,6099,SCT,413490006,American Indian or Alaska native,S-0004B,http://snomed.info/id/413490006
CID 6099 Racial Group,6099,NCIt,C41219,Native Hawaiian or other Pacific Islander,,
CID 6099 Racial Group,6099,SCT,413581001,Asian or Pacific Islander race,S-0004C,http://snomed.info/id/413581001
CID 6099 Racial Group,6099,SCT,413600007,Australian aborigine race,S-00052,http://snomed.info/id/413600007
CID 6099 Racial Group,6099,SCT,414481008,Indian race,S-0003E,http://snomed.info/id/414481008
CID 6099 Racial Group,6099,SCT,414752008,Mixed racial group,S-00043,http://snomed.info/id/414752008
"CID 6094 Qualitative Concepts for Usage, Exposure Frequency",6094,DCM,111584,Relative dose frequency,,
"CID 6094 Qualitative Concepts for Usage, Exposure Frequency",6094,DCM,111585,Relative frequency of exposure,,
"CID 6094 Qualitative Concepts for Usage, Exposure Frequency",6094,DCM,111586,Relative frequency of use,,
"CID 6093 Qualitative Concepts for Usage, Exposure Amount",6093,DCM,111581,Relative dose amount,,
"CID 6093 Qualitative Concepts for Usage, Exposure Amount",6093,DCM,111582,Relative amount of exposure,,
"CID 6093 Qualitative Concepts for Usage, Exposure Amount",6093,DCM,111583,Relative amount of use,,
"CID 6092 Quantitative Concepts for Usage, Exposure",6092,SCT,260911001,Dosage,G-C0B7,http://snomed.info/id/260911001
"CID 6092 Quantitative Concepts for Usage, Exposure",6092,DCM,111578,Dose frequency,,
"CID 6092 Quantitative Concepts for Usage, Exposure",6092,DCM,111579,Rate of exposure,,
"CID 6092 Quantitative Concepts for Usage, Exposure",6092,DCM,111580,Volume of use,,
"CID 6090 Relative Usage, Exposure Amount",6090,DCM,111575,High,,
"CID 6090 Relative Usage, Exposure Amount",6090,DCM,111576,Medium,,
"CID 6090 Relative Usage, Exposure Amount",6090,DCM,111577,Low,,
"CID 6090 Relative Usage, Exposure Amount",6090,DCM,111587,No known exposure,,
CID 6091 Relative Frequency of Event Values,6091,SCT,255238004,Continuous,R-40377,http://snomed.info/id/255238004
CID 6091 Relative Frequency of Event Values,6091,SCT,70232002,Frequent,G-7154,http://snomed.info/id/70232002
CID 6091 Relative Frequency of Event Values,6091,SCT,255218000,Mid-frequency,R-40365,http://snomed.info/id/255218000
CID 6091 Relative Frequency of Event Values,6091,SCT,27789000,Infrequent,G-7155,http://snomed.info/id/27789000
CID 6091 Relative Frequency of Event Values,6091,SCT,225761000,As required,R-40B16,http://snomed.info/id/225761000
CID 6091 Relative Frequency of Event Values,6091,SCT,307486002,Single event,R-4112F,http://snomed.info/id/307486002
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112065,Reticulonodular pattern,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112104,Air-fluid level,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112105,Corona radiata,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112106,Honeycomb pattern,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112107,Fleischner's line(s),,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112108,Intralobular lines,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112109,Kerley A line,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112110,Kerley B line,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112111,Kerley C lines,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112112,Parenchymal band,,
CID 6103 Abnormal Lines Finding or Feature,6103,SCT,40779009,Plate-like atelectasis,D2-60302,http://snomed.info/id/40779009
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112113,Reticular pattern,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112114,Septal line(s),,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112115,Subpleural line,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112116,Tramline shadow,,
CID 6103 Abnormal Lines Finding or Feature,6103,DCM,112117,Tubular shadow,,
CID 6087 General Risk Factors,6087,Include CID 6081 “Breast Cancer Risk Factors”,,,,
CID 6087 General Risk Factors,6087,Include CID 6088 “OB-GYN Maternal Risk Factors”,,,,
CID 6086 Menopausal Phase,6086,SCT,309606002,Before menopause,R-41FFF,http://snomed.info/id/309606002
CID 6086 Menopausal Phase,6086,SCT,303111005,During menopause,R-422A5,http://snomed.info/id/303111005
CID 6086 Menopausal Phase,6086,SCT,307429007,After menopause,R-410C3,http://snomed.info/id/307429007
CID 6086 Menopausal Phase,6086,SCT,371036001,Postsurgical menopause,D7-76202,http://snomed.info/id/371036001
CID 6086 Menopausal Phase,6086,SCT,31351009,Artificial menopause state,D7-76200,http://snomed.info/id/31351009
CID 6101 Chest Finding or Feature,6101,DCM,112061,Abnormal lines (1D),,
CID 6101 Chest Finding or Feature,6101,DCM,112033,Abnormal opacity,,
CID 6101 Chest Finding or Feature,6101,DCM,112062,Abnormal lucency,,
CID 6101 Chest Finding or Feature,6101,DCM,112063,Abnormal calcifications,,
CID 6101 Chest Finding or Feature,6101,DCM,112064,Abnormal texture,,
CID 6101 Chest Finding or Feature,6101,DCM,112005,Radiographic anatomy,,
CID 6101 Chest Finding or Feature,6101,DCM,111102,Non-lesion,,
CID 6101 Chest Finding or Feature,6101,DCM,111101,Image quality,,
CID 6101 Chest Finding or Feature,6101,DCM,111099,Selected region,,
CID 6085 Therapies for Breast,6085,SCT,367336001,Chemotherapy,P0-0058E,http://snomed.info/id/367336001
CID 6085 Therapies for Breast,6085,SCT,53438000,Radiation therapy,P5-C0000,http://snomed.info/id/53438000
CID 6085 Therapies for Breast,6085,SCT,169413002,Hormone therapy,P0-007AC,http://snomed.info/id/169413002
CID 6085 Therapies for Breast,6085,SCT,23719005,Bone marrow transplant,P1-67D40,http://snomed.info/id/23719005
CID 6084 Mammoplasty Procedures,6084,SCT,302343007,Breast prosthesis insertion,P1-48502,http://snomed.info/id/302343007
CID 6084 Mammoplasty Procedures,6084,SCT,59214008,Reduction mammoplasty,P1-48830,http://snomed.info/id/59214008
CID 6084 Mammoplasty Procedures,6084,SCT,33496007,Breast reconstruction,P1-48820,http://snomed.info/id/33496007
CID 6084 Mammoplasty Procedures,6084,SCT,27315000,Removal of breast implant,P1-48520,http://snomed.info/id/27315000
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112066,Beaded septum sign,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112067,Nodular pattern,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112059,Primary complex,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112068,Pseudoplaque,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112065,Reticulonodular pattern,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112069,Signet-ring sign,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112004,Abnormal interstitial pattern,,
CID 6104 Abnormal Opacity Finding or Feature,6104,SCT,308689002,Coin lesion,F-20172,http://snomed.info/id/308689002
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112118,Density,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112119,Dependent opacity,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112120,Ground glass opacity,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112121,Infiltrate,,
CID 6104 Abnormal Opacity Finding or Feature,6104,SCT,4147007,Mass,M-03000,http://snomed.info/id/4147007
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112122,Micronodule,,
CID 6104 Abnormal Opacity Finding or Feature,6104,SCT,27925004,Nodule,M-03010,http://snomed.info/id/27925004
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112001,Opacity,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112123,Phantom tumor (pseudotumor),,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112124,Shadow,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112125,Small irregular opacities,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112126,Small rounded opacities,,
CID 6104 Abnormal Opacity Finding or Feature,6104,DCM,112127,Tree-in-bud sign,,
CID 6104 Abnormal Opacity Finding or Feature,6104,SCT,59282003,Pulmonary embolism,D3-40230,http://snomed.info/id/59282003
CID 6083 Procedures for Breast,6083,DCM,111564,Nipple discharge cytology,,
CID 6083 Procedures for Breast,6083,Include CID 6050 “Breast Procedure Reported”,,,,
CID 6083 Procedures for Breast,6083,Include CID 6084 “Mammoplasty Procedures”,,,,
CID 6083 Procedures for Breast,6083,Include CID 6085 “Therapies for Breast”,,,,
CID 6080 Gynecological Hormones,6080,SCT,108899006,Contraceptives,C-B7100,http://snomed.info/id/108899006
CID 6080 Gynecological Hormones,6080,SCT,61946003,Estrogen product,C-A0900,http://snomed.info/id/61946003
CID 6080 Gynecological Hormones,6080,SCT,50318003,Progesterone product,C-A1204,http://snomed.info/id/50318003
CID 6080 Gynecological Hormones,6080,SCT,75959001,Tamoxifen,C-781E0,http://snomed.info/id/75959001
